"No.","Time","Source","Destination","Protocol","Length","Info"
"14337","64.910595","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8639, Time=2325032754"
"14338","64.915356","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8640, Time=2325032754"
"14339","64.920122","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8641, Time=2325032754"
"14340","64.928694","127.0.0.1","127.0.0.1","RTP","1059","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8642, Time=2325032754, Mark"
"14341","64.929639","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8643, Time=2325029754"
"14342","64.932317","127.0.0.1","127.0.0.1","RTP","350","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36090, Time=537969196, Mark"
"14343","64.940794","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8644, Time=2325029754"
"14344","64.951864","127.0.0.1","127.0.0.1","RTP","759","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8645, Time=2325029754, Mark"
"14345","64.956627","127.0.0.1","127.0.0.1","RTP","305","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36091, Time=537970220, Mark"
"14346","64.963711","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8646, Time=2325038754"
"14347","64.967143","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8647, Time=2325038754"
"14348","64.971327","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8648, Time=2325038754"
"14349","64.975498","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8649, Time=2325038754"
"14350","64.978619","127.0.0.1","127.0.0.1","RTP","318","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36092, Time=537971244, Mark"
"14351","64.979638","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8650, Time=2325038754"
"14352","64.983810","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8651, Time=2325038754"
"14353","64.987989","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8652, Time=2325038754"
"14354","64.992197","127.0.0.1","127.0.0.1","RTP","904","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8653, Time=2325038754, Mark"
"14355","64.996321","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8654, Time=2325035754"
"14356","65.001928","127.0.0.1","127.0.0.1","RTP","314","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36093, Time=537972268, Mark"
"14357","65.007491","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8655, Time=2325035754"
"14358","65.018529","127.0.0.1","127.0.0.1","RTP","877","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8656, Time=2325035754, Mark"
"14359","65.025197","127.0.0.1","127.0.0.1","RTP","300","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36094, Time=537973292, Mark"
"14360","65.029688","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8657, Time=2325044754"
"14361","65.033830","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8658, Time=2325044754"
"14362","65.037990","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8659, Time=2325044754"
"14363","65.042158","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8660, Time=2325044754"
"14364","65.046306","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8661, Time=2325044754"
"14365","65.048278","127.0.0.1","127.0.0.1","RTP","300","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36095, Time=537974316, Mark"
"14366","65.050460","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8662, Time=2325044754"
"14367","65.054646","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8663, Time=2325044754"
"14368","65.059957","127.0.0.1","127.0.0.1","RTP","575","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8664, Time=2325044754, Mark"
"14369","65.062982","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8665, Time=2325041754"
"14370","65.071518","127.0.0.1","127.0.0.1","RTP","310","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36096, Time=537975340, Mark"
"14371","65.074181","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8666, Time=2325041754"
"14372","65.085197","127.0.0.1","127.0.0.1","RTP","770","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8667, Time=2325041754, Mark"
"14373","65.094756","127.0.0.1","127.0.0.1","RTP","325","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36097, Time=537976364, Mark"
"14374","65.096367","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8668, Time=2325050754"
"14375","65.100476","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8669, Time=2325050754"
"14376","65.104661","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8670, Time=2325050754"
"14377","65.108830","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8671, Time=2325050754"
"14378","65.112977","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8672, Time=2325050754"
"14379","65.117143","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8673, Time=2325050754"
"14380","65.118170","127.0.0.1","127.0.0.1","RTP","323","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36098, Time=537977388, Mark"
"14381","65.121323","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8674, Time=2325050754"
"14382","65.126704","127.0.0.1","127.0.0.1","RTP","365","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8675, Time=2325050754, Mark"
"14383","65.129878","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8676, Time=2325047754"
"14384","65.140850","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8677, Time=2325047754"
"14385","65.141175","127.0.0.1","127.0.0.1","RTP","327","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36099, Time=537978412, Mark"
"14386","65.151860","127.0.0.1","127.0.0.1","RTP","1009","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8678, Time=2325047754, Mark"
"14387","65.162991","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8679, Time=2325056754"
"14388","65.164387","127.0.0.1","127.0.0.1","RTP","306","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36100, Time=537979436, Mark"
"14389","65.167135","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8680, Time=2325056754"
"14390","65.171331","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8681, Time=2325056754"
"14391","65.175494","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8682, Time=2325056754"
"14392","65.179650","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8683, Time=2325056754"
"14393","65.183809","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8684, Time=2325056754"
"14394","65.187601","127.0.0.1","127.0.0.1","RTP","318","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36101, Time=537980460, Mark"
"14395","65.190223","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8685, Time=2325056754"
"14396","65.192164","127.0.0.1","127.0.0.1","RTP","432","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8686, Time=2325056754, Mark"
"14397","65.196474","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8687, Time=2325053754"
"14398","65.209081","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8688, Time=2325053754"
"14399","65.210816","127.0.0.1","127.0.0.1","RTP","326","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36102, Time=537981484, Mark"
"14400","65.218519","127.0.0.1","127.0.0.1","RTP","827","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8689, Time=2325053754, Mark"
"14401","65.229659","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8690, Time=2325062754"
"14402","65.233810","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8691, Time=2325062754"
"14403","65.234034","127.0.0.1","127.0.0.1","RTP","324","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36103, Time=537982508, Mark"
"14404","65.241899","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8692, Time=2325062754"
"14405","65.242140","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8693, Time=2325062754"
"14406","65.246329","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8694, Time=2325062754"
"14407","65.250477","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8695, Time=2325062754"
"14408","65.256905","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8696, Time=2325062754"
"14409","65.257269","127.0.0.1","127.0.0.1","RTP","318","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36104, Time=537983532, Mark"
"14410","65.258822","127.0.0.1","127.0.0.1","RTP","896","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8697, Time=2325062754, Mark"
"14411","65.263022","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8698, Time=2325059754"
"14412","65.274121","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8699, Time=2325059754"
"14413","65.280481","127.0.0.1","127.0.0.1","RTP","307","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36105, Time=537984556, Mark"
"14414","65.285186","127.0.0.1","127.0.0.1","RTP","873","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8700, Time=2325059754, Mark"
"14415","65.296327","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8701, Time=2325068754"
"14416","65.300479","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8702, Time=2325068754"
"14417","65.303750","127.0.0.1","127.0.0.1","RTP","310","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36106, Time=537985580, Mark"
"14418","65.304640","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8703, Time=2325068754"
"14419","65.308853","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8704, Time=2325068754"
"14420","65.312979","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8705, Time=2325068754"
"14421","65.317145","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8706, Time=2325068754"
"14422","65.321317","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8707, Time=2325068754"
"14423","65.325580","127.0.0.1","127.0.0.1","RTP","678","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8708, Time=2325068754, Mark"
"14424","65.326940","127.0.0.1","127.0.0.1","RTP","306","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36107, Time=537986604, Mark"
"14425","65.329645","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8709, Time=2325065754"
"14426","65.340791","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8710, Time=2325065754"
"14427","65.350142","127.0.0.1","127.0.0.1","RTP","314","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36108, Time=537987628, Mark"
"14428","65.351854","127.0.0.1","127.0.0.1","RTP","932","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8711, Time=2325065754, Mark"
"14429","65.363009","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8712, Time=2325074754"
"14430","65.367141","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8713, Time=2325074754"
"14431","65.371326","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8714, Time=2325074754"
"14432","65.374108","127.0.0.1","127.0.0.1","RTP","323","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36109, Time=537988652, Mark"
"14433","65.375478","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8715, Time=2325074754"
"14434","65.379654","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8716, Time=2325074754"
"14435","65.383811","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8717, Time=2325074754"
"14436","65.387984","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8718, Time=2325074754"
"14437","65.395395","127.0.0.1","127.0.0.1","RTP","1038","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8719, Time=2325074754, Mark"
"14438","65.396382","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8720, Time=2325071754"
"14439","65.396586","127.0.0.1","127.0.0.1","RTP","370","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36110, Time=537989676, Mark"
"14440","65.407575","127.0.0.1","127.0.0.1","RTCP","102","Sender Report   Source description   "
"14441","65.407581","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8721, Time=2325071754"
"14442","65.418531","127.0.0.1","127.0.0.1","RTP","1220","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8722, Time=2325071754, Mark"
"14443","65.419797","127.0.0.1","127.0.0.1","RTCP","102","Sender Report   Source description   "
"14444","65.419799","127.0.0.1","127.0.0.1","RTP","355","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36111, Time=537990700, Mark"
"14445","65.429668","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8723, Time=2325080754"
"14446","65.433819","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8724, Time=2325080754"
"14447","65.437996","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8725, Time=2325080754"
"14448","65.442160","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8726, Time=2325080754"
"14449","65.443015","127.0.0.1","127.0.0.1","RTP","305","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36112, Time=537991724, Mark"
"14450","65.446305","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8727, Time=2325080754"
"14451","65.451102","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8728, Time=2325080754"
"14452","65.457668","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8729, Time=2325080754"
"14453","65.461591","127.0.0.1","127.0.0.1","RTP","776","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8730, Time=2325080754, Mark"
"14454","65.463019","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8731, Time=2325077754"
"14455","65.466241","127.0.0.1","127.0.0.1","RTP","317","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36113, Time=537992748, Mark"
"14456","65.474186","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8732, Time=2325077754"
"14457","65.485888","127.0.0.1","127.0.0.1","RTP","1252","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8733, Time=2325077754, Mark"
"14458","65.490438","127.0.0.1","127.0.0.1","RTP","324","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36114, Time=537993772, Mark"
"14459","65.496348","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8734, Time=2325086754"
"14460","65.500476","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8735, Time=2325086754"
"14461","65.504663","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8736, Time=2325086754"
"14462","65.508827","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8737, Time=2325086754"
"14463","65.512677","127.0.0.1","127.0.0.1","RTP","302","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36115, Time=537994796, Mark"
"14464","65.512973","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8738, Time=2325086754"
"14465","65.517425","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8739, Time=2325086754"
"14466","65.521418","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8740, Time=2325086754"
"14467","65.525511","127.0.0.1","127.0.0.1","RTP","869","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8741, Time=2325086754, Mark"
"14468","65.529674","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8742, Time=2325083754"
"14469","65.535923","127.0.0.1","127.0.0.1","RTP","316","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36116, Time=537995820, Mark"
"14470","65.540846","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8743, Time=2325083754"
"14471","65.551862","127.0.0.1","127.0.0.1","RTP","894","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8744, Time=2325083754, Mark"
"14472","65.559141","127.0.0.1","127.0.0.1","RTP","328","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36117, Time=537996844, Mark"
"14473","65.563004","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8745, Time=2325092754"
"14474","65.567142","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8746, Time=2325092754"
"14475","65.571368","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8747, Time=2325092754"
"14476","65.575492","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8748, Time=2325092754"
"14477","65.579650","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8749, Time=2325092754"
"14478","65.582335","127.0.0.1","127.0.0.1","RTP","322","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36118, Time=537997868, Mark"
"14479","65.583811","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8750, Time=2325092754"
"14480","65.590226","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8751, Time=2325092754"
"14481","65.592165","127.0.0.1","127.0.0.1","RTP","652","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8752, Time=2325092754, Mark"
"14482","65.596344","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8753, Time=2325089754"
"14483","65.607106","127.0.0.1","127.0.0.1","RTP","316","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36119, Time=537998892, Mark"
"14484","65.609077","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8754, Time=2325089754"
"14485","65.618519","127.0.0.1","127.0.0.1","RTP","1181","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8755, Time=2325089754, Mark"
"14486","65.628798","127.0.0.1","127.0.0.1","RTP","320","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36120, Time=537999916, Mark"
"14487","65.629928","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8756, Time=2325098754"
"14488","65.634423","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8757, Time=2325098754"
"14489","65.641678","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8758, Time=2325098754"
"14490","65.643934","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8759, Time=2325098754"
"14491","65.648689","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8760, Time=2325098754"
"14492","65.651997","127.0.0.1","127.0.0.1","RTP","316","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36121, Time=538000940, Mark"
"14493","65.653449","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8761, Time=2325098754"
"14494","65.658679","127.0.0.1","127.0.0.1","RTP","258","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8762, Time=2325098754, Mark"
"14495","65.662993","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8763, Time=2325095754"
"14496","65.674100","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8764, Time=2325095754"
"14497","65.675216","127.0.0.1","127.0.0.1","RTP","319","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36122, Time=538001964, Mark"
"14498","65.685190","127.0.0.1","127.0.0.1","RTP","1092","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8765, Time=2325095754, Mark"
"14499","65.696329","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8766, Time=2325104754"
"14500","65.698441","127.0.0.1","127.0.0.1","RTP","331","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36123, Time=538002988, Mark"
"14501","65.700474","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8767, Time=2325104754"
"14502","65.704661","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8768, Time=2325104754"
"14503","65.708829","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8769, Time=2325104754"
"14504","65.713387","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8770, Time=2325104754"
"14505","65.717158","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8771, Time=2325104754"
"14506","65.721314","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8772, Time=2325104754"
"14507","65.721653","127.0.0.1","127.0.0.1","RTP","310","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36124, Time=538004012, Mark"
"14508","65.725555","127.0.0.1","127.0.0.1","RTP","886","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8773, Time=2325104754, Mark"
"14509","65.729655","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8774, Time=2325101754"
"14510","65.740782","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8775, Time=2325101754"
"14511","65.744879","127.0.0.1","127.0.0.1","RTP","324","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36125, Time=538005036, Mark"
"14512","65.751855","127.0.0.1","127.0.0.1","RTP","1040","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=8776, Time=2325101754, Mark"
