"No.","Time","Source","Destination","Protocol","Length","Info"
"5732","26.344197","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1753, Time=2321571204"
"5733","26.349282","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1754, Time=2321571204"
"5734","26.353714","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1755, Time=2321571204"
"5735","26.356781","127.0.0.1","127.0.0.1","RTP","302","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34433, Time=536272428, Mark"
"5736","26.358454","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1756, Time=2321571204"
"5737","26.363259","127.0.0.1","127.0.0.1","RTP","1125","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1757, Time=2321571204, Mark"
"5738","26.368468","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1758, Time=2321568204"
"5739","26.379157","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1759, Time=2321568204"
"5740","26.380274","127.0.0.1","127.0.0.1","RTP","319","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34434, Time=536273452, Mark"
"5741","26.390327","127.0.0.1","127.0.0.1","RTP","94","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1760, Time=2321568204, Mark"
"5742","26.401922","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1761, Time=2321577204"
"5743","26.403160","127.0.0.1","127.0.0.1","RTP","324","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34435, Time=536274476, Mark"
"5744","26.406832","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1762, Time=2321577204"
"5745","26.409653","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1763, Time=2321577204"
"5746","26.413822","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1764, Time=2321577204"
"5747","26.417976","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1765, Time=2321577204"
"5748","26.423071","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1766, Time=2321577204"
"5749","26.426317","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1767, Time=2321577204"
"5750","26.426367","127.0.0.1","127.0.0.1","RTP","342","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34436, Time=536275500, Mark"
"5751","26.430503","127.0.0.1","127.0.0.1","RTP","232","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1768, Time=2321577204, Mark"
"5752","26.435277","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1769, Time=2321574204"
"5753","26.449587","127.0.0.1","127.0.0.1","RTP","341","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34437, Time=536276524, Mark"
"5754","26.451295","127.0.0.1","127.0.0.1","RTP","1347","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1770, Time=2321574204, Mark"
"5755","26.468559","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1771, Time=2321583204"
"5756","26.473416","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1772, Time=2321583204"
"5757","26.473450","127.0.0.1","127.0.0.1","RTP","416","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34438, Time=536277548, Mark"
"5758","26.476326","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1773, Time=2321583204"
"5759","26.480476","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1774, Time=2321583204"
"5760","26.484879","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1775, Time=2321583204"
"5761","26.488869","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1776, Time=2321583204"
"5762","26.492982","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1777, Time=2321583204"
"5763","26.496568","127.0.0.1","127.0.0.1","RTP","356","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34439, Time=536278572, Mark"
"5764","26.497347","127.0.0.1","127.0.0.1","RTP","710","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1778, Time=2321583204, Mark"
"5765","26.501513","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1779, Time=2321580204"
"5766","26.512422","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1780, Time=2321580204"
"5767","26.519257","127.0.0.1","127.0.0.1","RTP","320","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34440, Time=536279596, Mark"
"5768","26.523511","127.0.0.1","127.0.0.1","RTP","345","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1781, Time=2321580204, Mark"
"5769","26.534729","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1782, Time=2321589204"
"5770","26.539685","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1783, Time=2321589204"
"5771","26.542567","127.0.0.1","127.0.0.1","RTP","339","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34441, Time=536280620, Mark"
"5772","26.544161","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1784, Time=2321589204"
"5773","26.548939","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1785, Time=2321589204"
"5774","26.553705","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1786, Time=2321589204"
"5775","26.558452","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1787, Time=2321589204"
"5776","26.563311","127.0.0.1","127.0.0.1","RTP","1107","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1788, Time=2321589204, Mark"
"5777","26.565710","127.0.0.1","127.0.0.1","RTP","330","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34442, Time=536281644, Mark"
"5778","26.568379","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1789, Time=2321586204"
"5779","26.573340","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1790, Time=2321586204"
"5780","26.577509","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1791, Time=2321586204"
"5781","26.582257","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1792, Time=2321586204"
"5782","26.587024","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1793, Time=2321586204"
"5783","26.588910","127.0.0.1","127.0.0.1","RTP","336","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34443, Time=536282668, Mark"
"5784","26.591779","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1794, Time=2321586204"
"5785","26.596592","127.0.0.1","127.0.0.1","RTP","569","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1795, Time=2321586204, Mark"
"5786","26.601464","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1796, Time=2321595204"
"5787","26.606222","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1797, Time=2321595204"
"5788","26.610843","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1798, Time=2321595204"
"5789","26.612133","127.0.0.1","127.0.0.1","RTP","326","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34444, Time=536283692, Mark"
"5790","26.615589","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1799, Time=2321595204"
"5791","26.620374","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1800, Time=2321595204"
"5792","26.627914","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1801, Time=2321595204"
"5793","26.629969","127.0.0.1","127.0.0.1","RTP","896","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1802, Time=2321595204, Mark"
"5794","26.635144","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1803, Time=2321592204"
"5795","26.635369","127.0.0.1","127.0.0.1","RTP","311","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34445, Time=536284716, Mark"
"5796","26.651307","127.0.0.1","127.0.0.1","RTP","1186","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1804, Time=2321592204, Mark"
"5797","26.659094","127.0.0.1","127.0.0.1","RTP","323","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34446, Time=536285740, Mark"
"5798","26.668565","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1805, Time=2321601204"
"5799","26.673453","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1806, Time=2321601204"
"5800","26.677512","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1807, Time=2321601204"
"5801","26.681794","127.0.0.1","127.0.0.1","RTP","309","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34447, Time=536286764, Mark"
"5802","26.682257","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1808, Time=2321601204"
"5803","26.690615","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1809, Time=2321601204"
"5804","26.691796","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1810, Time=2321601204"
"5805","26.696631","127.0.0.1","127.0.0.1","RTP","651","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1811, Time=2321601204, Mark"
"5806","26.701917","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1812, Time=2321598204"
"5807","26.706717","127.0.0.1","127.0.0.1","RTP","329","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34448, Time=536287788, Mark"
"5808","26.719857","127.0.0.1","127.0.0.1","RTP","1236","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1813, Time=2321598204, Mark"
"5809","26.728249","127.0.0.1","127.0.0.1","RTP","338","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34449, Time=536288812, Mark"
"5810","26.735160","127.0.0.1","127.0.0.1","RTP","70","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1814, Time=2321604204"
"5811","26.735242","127.0.0.1","127.0.0.1","RTP","58","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1815, Time=2321604204"
"5812","26.735327","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1816, Time=2321604204"
"5813","26.735676","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1817, Time=2321604204"
"5814","26.736725","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1818, Time=2321604204"
"5815","26.737758","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1819, Time=2321604204"
"5816","26.740137","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1820, Time=2321604204"
"5817","26.740292","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1821, Time=2321604204"
"5818","26.740899","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1822, Time=2321604204"
"5819","26.741925","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1823, Time=2321604204"
"5820","26.742965","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1824, Time=2321604204"
"5821","26.744005","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1825, Time=2321604204"
"5822","26.745053","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1826, Time=2321604204"
"5823","26.746090","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1827, Time=2321604204"
"5824","26.747131","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1828, Time=2321604204"
"5825","26.748173","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1829, Time=2321604204"
"5826","26.749213","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1830, Time=2321604204"
"5827","26.750268","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1831, Time=2321604204"
"5828","26.751580","127.0.0.1","127.0.0.1","RTP","282","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34450, Time=536289836, Mark"
"5829","26.751594","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1832, Time=2321604204"
"5830","26.752349","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1833, Time=2321604204"
"5831","26.753386","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1834, Time=2321604204"
"5832","26.754429","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1835, Time=2321604204"
"5833","26.757205","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1836, Time=2321604204"
"5834","26.757235","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1837, Time=2321604204"
"5835","26.757566","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1838, Time=2321604204"
"5836","26.758594","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1839, Time=2321604204"
"5837","26.759632","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1840, Time=2321604204"
"5838","26.760671","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1841, Time=2321604204"
"5839","26.761765","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1842, Time=2321604204"
"5840","26.763054","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1843, Time=2321604204"
"5841","26.763828","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1844, Time=2321604204"
"5842","26.764845","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1845, Time=2321604204"
"5843","26.765885","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1846, Time=2321604204"
"5844","26.766930","127.0.0.1","127.0.0.1","RTP","559","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1847, Time=2321604204, Mark"
"5845","26.768493","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1848, Time=2321610204"
"5846","26.773679","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1849, Time=2321610204"
"5847","26.774677","127.0.0.1","127.0.0.1","RTP","319","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34451, Time=536290860, Mark"
"5848","26.779084","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1850, Time=2321610204"
"5849","26.784656","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1851, Time=2321610204"
"5850","26.790226","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1852, Time=2321610204"
"5851","26.796348","127.0.0.1","127.0.0.1","RTP","339","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1853, Time=2321610204, Mark"
"5852","26.797913","127.0.0.1","127.0.0.1","RTP","328","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34452, Time=536291884, Mark"
"5853","26.801922","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1854, Time=2321607204"
"5854","26.817966","127.0.0.1","127.0.0.1","RTP","613","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1855, Time=2321607204, Mark"
"5855","26.823076","127.0.0.1","127.0.0.1","RTP","329","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34453, Time=536292908, Mark"
"5856","26.835171","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1856, Time=2321616204"
"5857","26.840298","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1857, Time=2321616204"
"5858","26.845001","127.0.0.1","127.0.0.1","RTP","326","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34454, Time=536293932, Mark"
"5859","26.845750","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1858, Time=2321616204"
"5860","26.851331","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1859, Time=2321616204"
"5861","26.856885","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1860, Time=2321616204"
"5862","26.863035","127.0.0.1","127.0.0.1","RTP","1190","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1861, Time=2321616204, Mark"
"5863","26.868597","127.0.0.1","127.0.0.1","RTP","316","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34455, Time=536294956, Mark"
"5864","26.868616","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1862, Time=2321613204"
"5865","26.884637","127.0.0.1","127.0.0.1","RTP","970","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1863, Time=2321613204, Mark"
"5866","26.890791","127.0.0.1","127.0.0.1","RTP","320","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34456, Time=536295980, Mark"
"5867","26.902208","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1864, Time=2321622204"
"5868","26.906893","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1865, Time=2321622204"
"5869","26.912419","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1866, Time=2321622204"
"5870","26.913993","127.0.0.1","127.0.0.1","RTP","308","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34457, Time=536297004, Mark"
"5871","26.917976","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1867, Time=2321622204"
"5872","26.923544","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1868, Time=2321622204"
"5873","26.929831","127.0.0.1","127.0.0.1","RTP","1372","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1869, Time=2321622204, Mark"
"5874","26.934730","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1870, Time=2321619204"
"5875","26.937224","127.0.0.1","127.0.0.1","RTP","307","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34458, Time=536298028, Mark"
"5876","26.945756","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1871, Time=2321619204"
"5877","26.956851","127.0.0.1","127.0.0.1","RTP","267","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1872, Time=2321619204, Mark"
"5878","26.960431","127.0.0.1","127.0.0.1","RTP","322","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34459, Time=536299052, Mark"
"5879","26.968126","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1873, Time=2321628204"
"5880","26.973310","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1874, Time=2321628204"
"5881","26.977505","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1875, Time=2321628204"
"5882","26.982271","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1876, Time=2321628204"
"5883","26.983652","127.0.0.1","127.0.0.1","RTP","322","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34460, Time=536300076, Mark"
"5884","26.987022","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1877, Time=2321628204"
"5885","26.991795","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1878, Time=2321628204"
"5886","26.997158","127.0.0.1","127.0.0.1","RTP","97","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1879, Time=2321628204, Mark"
"5887","27.001739","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1880, Time=2321625204"
"5888","27.006956","127.0.0.1","127.0.0.1","RTP","330","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34461, Time=536301100, Mark"
"5889","27.012414","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1881, Time=2321625204"
"5890","27.023520","127.0.0.1","127.0.0.1","RTP","338","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1882, Time=2321625204, Mark"
"5891","27.030220","127.0.0.1","127.0.0.1","RTP","333","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34462, Time=536302124, Mark"
"5892","27.034889","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1883, Time=2321634204"
"5893","27.039933","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1884, Time=2321634204"
"5894","27.044176","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1885, Time=2321634204"
"5895","27.048921","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1886, Time=2321634204"
"5896","27.053314","127.0.0.1","127.0.0.1","RTP","320","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34463, Time=536303148, Mark"
"5897","27.053684","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1887, Time=2321634204"
"5898","27.061349","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1888, Time=2321634204"
"5899","27.063295","127.0.0.1","127.0.0.1","RTP","334","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1889, Time=2321634204, Mark"
"5900","27.068485","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1890, Time=2321631204"
"5901","27.076551","127.0.0.1","127.0.0.1","RTP","297","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34464, Time=536304172, Mark"
"5902","27.079074","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1891, Time=2321631204"
"5903","27.092452","127.0.0.1","127.0.0.1","RTP","186","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1892, Time=2321631204, Mark"
"5904","27.100430","127.0.0.1","127.0.0.1","RTP","320","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=34465, Time=536305196, Mark"
"5905","27.102222","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1893, Time=2321640204"
"5906","27.106361","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=1894, Time=2321640204"
